# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
3489,	1.33890e-01,	9.93165e-06,	9.56160e-10,	2.89176e-06,	5.74580e-10,	3.02150e-03,	2.80371e-07,	3.03432e-03
3490,	1.33901e-01,	9.93170e-06,	1.27496e-09,	2.89348e-06,	7.66350e-10,	3.02185e-03,	3.73862e-07,	3.03468e-03
3491,	1.33912e-01,	9.93175e-06,	1.27505e-09,	2.89521e-06,	7.66593e-10,	3.02221e-03,	3.73896e-07,	3.03503e-03
3492,	1.33921e-01,	9.93179e-06,	9.56331e-10,	2.89650e-06,	5.75080e-10,	3.02247e-03,	2.80441e-07,	3.03530e-03
3493,	1.33932e-01,	9.93185e-06,	1.27519e-09,	2.89823e-06,	7.67014e-10,	3.02282e-03,	3.73956e-07,	3.03565e-03
3494,	1.33943e-01,	9.93190e-06,	1.27527e-09,	2.89995e-06,	7.67254e-10,	3.02318e-03,	3.73989e-07,	3.03601e-03
3495,	1.33951e-01,	9.93194e-06,	9.56497e-10,	2.90124e-06,	5.75575e-10,	3.02344e-03,	2.80511e-07,	3.03627e-03
3496,	1.33962e-01,	9.93200e-06,	1.27541e-09,	2.90297e-06,	7.67671e-10,	3.02379e-03,	3.74047e-07,	3.03663e-03
3497,	1.33970e-01,	9.93204e-06,	9.56601e-10,	2.90426e-06,	5.75887e-10,	3.02406e-03,	2.80554e-07,	3.03689e-03
3498,	1.33981e-01,	9.93209e-06,	1.27555e-09,	2.90598e-06,	7.68085e-10,	3.02441e-03,	3.74105e-07,	3.03725e-03
3499,	1.33992e-01,	9.93214e-06,	1.27562e-09,	2.90770e-06,	7.68320e-10,	3.02476e-03,	3.74137e-07,	3.03760e-03
3500,	1.34000e-01,	9.93218e-06,	9.56759e-10,	2.90900e-06,	5.76372e-10,	3.02503e-03,	2.80621e-07,	3.03787e-03
3501,	1.34011e-01,	9.93224e-06,	1.27575e-09,	2.91072e-06,	7.68729e-10,	3.02538e-03,	3.74194e-07,	3.03823e-03
3502,	1.34022e-01,	9.93229e-06,	1.27583e-09,	2.91244e-06,	7.68961e-10,	3.02574e-03,	3.74226e-07,	3.03858e-03
3503,	1.34030e-01,	9.93233e-06,	9.56913e-10,	2.91373e-06,	5.76851e-10,	3.02600e-03,	2.80687e-07,	3.03885e-03
3504,	1.34041e-01,	9.93239e-06,	1.27596e-09,	2.91546e-06,	7.69365e-10,	3.02635e-03,	3.74281e-07,	3.03920e-03
3505,	1.34052e-01,	9.93244e-06,	1.27603e-09,	2.91718e-06,	7.69595e-10,	3.02671e-03,	3.74312e-07,	3.03956e-03
3506,	1.34061e-01,	9.93248e-06,	9.57063e-10,	2.91847e-06,	5.77325e-10,	3.02697e-03,	2.80752e-07,	3.03982e-03
3507,	1.34072e-01,	9.93254e-06,	1.27615e-09,	2.92019e-06,	7.69994e-10,	3.02732e-03,	3.74366e-07,	3.04018e-03
3508,	1.34083e-01,	9.93259e-06,	1.27622e-09,	2.92191e-06,	7.70221e-10,	3.02768e-03,	3.74397e-07,	3.04053e-03
3509,	1.34091e-01,	9.93263e-06,	9.57207e-10,	2.92320e-06,	5.77793e-10,	3.02794e-03,	2.80815e-07,	3.04080e-03
3510,	1.34102e-01,	9.93269e-06,	1.27635e-09,	2.92493e-06,	7.70615e-10,	3.02830e-03,	3.74450e-07,	3.04115e-03
3511,	1.34110e-01,	9.93273e-06,	9.57297e-10,	2.92622e-06,	5.78088e-10,	3.02856e-03,	2.80855e-07,	3.04142e-03
3512,	1.34121e-01,	9.93278e-06,	1.27646e-09,	2.92794e-06,	7.71007e-10,	3.02891e-03,	3.74503e-07,	3.04178e-03
3513,	1.34132e-01,	9.93284e-06,	1.27653e-09,	2.92966e-06,	7.71229e-10,	3.02927e-03,	3.74532e-07,	3.04213e-03
3514,	1.34140e-01,	9.93288e-06,	9.57434e-10,	2.93095e-06,	5.78546e-10,	3.02953e-03,	2.80916e-07,	3.04240e-03
3515,	1.34151e-01,	9.93294e-06,	1.27664e-09,	2.93267e-06,	7.71615e-10,	3.02989e-03,	3.74584e-07,	3.04275e-03
3516,	1.34162e-01,	9.93299e-06,	1.27671e-09,	2.93439e-06,	7.71834e-10,	3.03024e-03,	3.74613e-07,	3.04311e-03
3517,	1.34171e-01,	9.93303e-06,	9.57566e-10,	2.93568e-06,	5.78999e-10,	3.03050e-03,	2.80976e-07,	3.04337e-03
3518,	1.34182e-01,	9.93309e-06,	1.27682e-09,	2.93740e-06,	7.72216e-10,	3.03086e-03,	3.74663e-07,	3.04373e-03
3519,	1.34193e-01,	9.93314e-06,	1.27688e-09,	2.93912e-06,	7.72432e-10,	3.03121e-03,	3.74692e-07,	3.04408e-03
3520,	1.34201e-01,	9.93319e-06,	9.57694e-10,	2.94041e-06,	5.79445e-10,	3.03148e-03,	2.81035e-07,	3.04435e-03
3521,	1.34212e-01,	9.93324e-06,	1.27699e-09,	2.94213e-06,	7.72809e-10,	3.03183e-03,	3.74741e-07,	3.04471e-03
3522,	1.34223e-01,	9.93330e-06,	1.27705e-09,	2.94385e-06,	7.73022e-10,	3.03218e-03,	3.74769e-07,	3.04506e-03
3523,	1.34231e-01,	9.93334e-06,	9.57817e-10,	2.94514e-06,	5.79886e-10,	3.03245e-03,	2.81092e-07,	3.04533e-03
3524,	1.34242e-01,	9.93339e-06,	1.27715e-09,	2.94686e-06,	7.73394e-10,	3.03280e-03,	3.74817e-07,	3.04568e-03
3525,	1.34250e-01,	9.93344e-06,	9.57893e-10,	2.94815e-06,	5.80164e-10,	3.03307e-03,	2.81128e-07,	3.04595e-03
3526,	1.34261e-01,	9.93349e-06,	1.27725e-09,	2.94987e-06,	7.73762e-10,	3.03342e-03,	3.74864e-07,	3.04630e-03
3527,	1.34272e-01,	9.93355e-06,	1.27730e-09,	2.95159e-06,	7.73971e-10,	3.03377e-03,	3.74891e-07,	3.04666e-03
3528,	1.34280e-01,	9.93359e-06,	9.58008e-10,	2.95288e-06,	5.80595e-10,	3.03404e-03,	2.81183e-07,	3.04693e-03
3529,	1.34291e-01,	9.93365e-06,	1.27740e-09,	2.95460e-06,	7.74334e-10,	3.03439e-03,	3.74938e-07,	3.04728e-03
3530,	1.34302e-01,	9.93370e-06,	1.27745e-09,	2.95632e-06,	7.74540e-10,	3.03475e-03,	3.74964e-07,	3.04764e-03
3531,	1.34311e-01,	9.93374e-06,	9.58119e-10,	2.95760e-06,	5.81021e-10,	3.03501e-03,	2.81237e-07,	3.04790e-03
3532,	1.34322e-01,	9.93380e-06,	1.27754e-09,	2.95932e-06,	7.74898e-10,	3.03537e-03,	3.75009e-07,	3.04826e-03
3533,	1.34333e-01,	9.93386e-06,	1.27759e-09,	2.96104e-06,	7.75102e-10,	3.03572e-03,	3.75034e-07,	3.04861e-03
3534,	1.34341e-01,	9.93390e-06,	9.58225e-10,	2.96233e-06,	5.81440e-10,	3.03598e-03,	2.81290e-07,	3.04888e-03
3535,	1.34352e-01,	9.93396e-06,	1.27768e-09,	2.96405e-06,	7.75455e-10,	3.03634e-03,	3.75079e-07,	3.04924e-03
3536,	1.34360e-01,	9.93400e-06,	9.58289e-10,	2.96533e-06,	5.81704e-10,	3.03660e-03,	2.81323e-07,	3.04950e-03
3537,	1.34371e-01,	9.93406e-06,	1.27777e-09,	2.96705e-06,	7.75805e-10,	3.03696e-03,	3.75122e-07,	3.04986e-03
3538,	1.34382e-01,	9.93411e-06,	1.27782e-09,	2.96877e-06,	7.76003e-10,	3.03731e-03,	3.75147e-07,	3.05021e-03
3539,	1.34390e-01,	9.93416e-06,	9.58388e-10,	2.97006e-06,	5.82114e-10,	3.03758e-03,	2.81374e-07,	3.05048e-03
3540,	1.34401e-01,	9.93421e-06,	1.27790e-09,	2.97177e-06,	7.76348e-10,	3.03793e-03,	3.75189e-07,	3.05084e-03
3541,	1.34412e-01,	9.93427e-06,	1.27794e-09,	2.97349e-06,	7.76544e-10,	3.03828e-03,	3.75213e-07,	3.05119e-03
3542,	1.34420e-01,	9.93431e-06,	9.58481e-10,	2.97478e-06,	5.82517e-10,	3.03855e-03,	2.81423e-07,	3.05146e-03
3543,	1.34431e-01,	9.93437e-06,	1.27802e-09,	2.97649e-06,	7.76883e-10,	3.03890e-03,	3.75254e-07,	3.05181e-03
3544,	1.34442e-01,	9.93443e-06,	1.27806e-09,	2.97821e-06,	7.77076e-10,	3.03926e-03,	3.75277e-07,	3.05217e-03
3545,	1.34451e-01,	9.93447e-06,	9.58569e-10,	2.97950e-06,	5.82915e-10,	3.03952e-03,	2.81471e-07,	3.05244e-03
3546,	1.34462e-01,	9.93453e-06,	1.27813e-09,	2.98121e-06,	7.77411e-10,	3.03988e-03,	3.75318e-07,	3.05279e-03
3547,	1.34473e-01,	9.93458e-06,	1.27817e-09,	2.98293e-06,	7.77601e-10,	3.04023e-03,	3.75340e-07,	3.05315e-03
3548,	1.34481e-01,	9.93463e-06,	9.58653e-10,	2.98422e-06,	5.83307e-10,	3.04049e-03,	2.81518e-07,	3.05341e-03
3549,	1.34492e-01,	9.93468e-06,	1.27824e-09,	2.98593e-06,	7.77930e-10,	3.04085e-03,	3.75379e-07,	3.05377e-03
3550,	1.34500e-01,	9.93473e-06,	9.58704e-10,	2.98722e-06,	5.83553e-10,	3.04111e-03,	2.81547e-07,	3.05404e-03
3551,	1.34511e-01,	9.93478e-06,	1.27831e-09,	2.98893e-06,	7.78256e-10,	3.04147e-03,	3.75418e-07,	3.05439e-03
3552,	1.34522e-01,	9.93484e-06,	1.27835e-09,	2.99065e-06,	7.78441e-10,	3.04182e-03,	3.75439e-07,	3.05475e-03
3553,	1.34530e-01,	9.93489e-06,	9.58780e-10,	2.99193e-06,	5.83935e-10,	3.04209e-03,	2.81591e-07,	3.05501e-03
3554,	1.34541e-01,	9.93494e-06,	1.27841e-09,	2.99365e-06,	7.78763e-10,	3.04244e-03,	3.75476e-07,	3.05537e-03
3555,	1.34552e-01,	9.93500e-06,	1.27844e-09,	2.99536e-06,	7.78945e-10,	3.04279e-03,	3.75497e-07,	3.05572e-03
3556,	1.34561e-01,	9.93504e-06,	9.58851e-10,	2.99665e-06,	5.84310e-10,	3.04306e-03,	2.81635e-07,	3.05599e-03
3557,	1.34572e-01,	9.93510e-06,	1.27850e-09,	2.99836e-06,	7.79261e-10,	3.04341e-03,	3.75534e-07,	3.05635e-03
3558,	1.34583e-01,	9.93516e-06,	1.27853e-09,	3.00008e-06,	7.79440e-10,	3.04377e-03,	3.75554e-07,	3.05670e-03
3559,	1.34591e-01,	9.93520e-06,	9.58917e-10,	3.00136e-06,	5.84680e-10,	3.04403e-03,	2.81677e-07,	3.05697e-03
3560,	1.34602e-01,	9.93526e-06,	1.27859e-09,	3.00307e-06,	7.79751e-10,	3.04439e-03,	3.75589e-07,	3.05732e-03
3561,	1.34613e-01,	9.93532e-06,	1.27862e-09,	3.00479e-06,	7.79927e-10,	3.04474e-03,	3.75609e-07,	3.05768e-03
3562,	1.34621e-01,	9.93536e-06,	9.58979e-10,	3.00607e-06,	5.85044e-10,	3.04501e-03,	2.81717e-07,	3.05795e-03
3563,	1.34632e-01,	9.93542e-06,	1.27867e-09,	3.00779e-06,	7.80232e-10,	3.04536e-03,	3.75642e-07,	3.05830e-03
3564,	1.34640e-01,	9.93547e-06,	9.59015e-10,	3.00907e-06,	5.85272e-10,	3.04563e-03,	2.81743e-07,	3.05857e-03
3565,	1.34651e-01,	9.93552e-06,	1.27871e-09,	3.01078e-06,	7.80535e-10,	3.04598e-03,	3.75676e-07,	3.05893e-03
3566,	1.34662e-01,	9.93558e-06,	1.27874e-09,	3.01250e-06,	7.80706e-10,	3.04633e-03,	3.75694e-07,	3.05928e-03
3567,	1.34670e-01,	9.93563e-06,	9.59069e-10,	3.01378e-06,	5.85625e-10,	3.04660e-03,	2.81781e-07,	3.05955e-03
3568,	1.34681e-01,	9.93568e-06,	1.27878e-09,	3.01549e-06,	7.81003e-10,	3.04695e-03,	3.75726e-07,	3.05990e-03
3569,	1.34692e-01,	9.93574e-06,	1.27881e-09,	3.01720e-06,	7.81171e-10,	3.04731e-03,	3.75744e-07,	3.06026e-03
3570,	1.34701e-01,	9.93579e-06,	9.59118e-10,	3.01849e-06,	5.85973e-10,	3.04757e-03,	2.81818e-07,	3.06053e-03
3571,	1.34712e-01,	9.93585e-06,	1.27885e-09,	3.02020e-06,	7.81463e-10,	3.04793e-03,	3.75775e-07,	3.06088e-03
3572,	1.34723e-01,	9.93590e-06,	1.27887e-09,	3.02191e-06,	7.81629e-10,	3.04828e-03,	3.75793e-07,	3.06124e-03
3573,	1.34731e-01,	9.93595e-06,	9.59162e-10,	3.02319e-06,	5.86314e-10,	3.04855e-03,	2.81854e-07,	3.06150e-03
3574,	1.34742e-01,	9.93601e-06,	1.27890e-09,	3.02490e-06,	7.81915e-10,	3.04890e-03,	3.75823e-07,	3.06186e-03
3575,	1.34750e-01,	9.93605e-06,	9.59187e-10,	3.02619e-06,	5.86528e-10,	3.04916e-03,	2.81876e-07,	3.06213e-03
3576,	1.34761e-01,	9.93611e-06,	1.27893e-09,	3.02790e-06,	7.82199e-10,	3.04952e-03,	3.75852e-07,	3.06248e-03
3577,	1.34772e-01,	9.93617e-06,	1.27895e-09,	3.02961e-06,	7.82359e-10,	3.04987e-03,	3.75868e-07,	3.06284e-03
3578,	1.34780e-01,	9.93621e-06,	9.59223e-10,	3.03089e-06,	5.86859e-10,	3.05014e-03,	2.81910e-07,	3.06311e-03
3579,	1.34791e-01,	9.93627e-06,	1.27898e-09,	3.03260e-06,	7.82637e-10,	3.05049e-03,	3.75896e-07,	3.06346e-03
3580,	1.34802e-01,	9.93633e-06,	1.27900e-09,	3.03431e-06,	7.82795e-10,	3.05085e-03,	3.75912e-07,	3.06382e-03
3581,	1.34810e-01,	9.93638e-06,	9.59254e-10,	3.03559e-06,	5.87184e-10,	3.05111e-03,	2.81942e-07,	3.06408e-03
3582,	1.34821e-01,	9.93644e-06,	1.27902e-09,	3.03730e-06,	7.83068e-10,	3.05147e-03,	3.75939e-07,	3.06444e-03
3583,	1.34832e-01,	9.93650e-06,	1.27903e-09,	3.03901e-06,	7.83222e-10,	3.05182e-03,	3.75954e-07,	3.06480e-03
3584,	1.34841e-01,	9.93654e-06,	9.59280e-10,	3.04029e-06,	5.87503e-10,	3.05209e-03,	2.81974e-07,	3.06506e-03
3585,	1.34852e-01,	9.93660e-06,	1.27905e-09,	3.04200e-06,	7.83490e-10,	3.05244e-03,	3.75979e-07,	3.06542e-03
3586,	1.34863e-01,	9.93666e-06,	1.27906e-09,	3.04371e-06,	7.83641e-10,	3.05279e-03,	3.75994e-07,	3.06577e-03
3587,	1.34871e-01,	9.93670e-06,	9.59302e-10,	3.04499e-06,	5.87815e-10,	3.05306e-03,	2.82003e-07,	3.06604e-03
3588,	1.34882e-01,	9.93676e-06,	1.27908e-09,	3.04670e-06,	7.83903e-10,	3.05341e-03,	3.76018e-07,	3.06640e-03
3589,	1.34890e-01,	9.93681e-06,	9.59313e-10,	3.04798e-06,	5.88011e-10,	3.05368e-03,	2.82021e-07,	3.06666e-03
3590,	1.34901e-01,	9.93687e-06,	1.27909e-09,	3.04969e-06,	7.84162e-10,	3.05403e-03,	3.76042e-07,	3.06702e-03
3591,	1.34912e-01,	9.93693e-06,	1.27910e-09,	3.05140e-06,	7.84309e-10,	3.05439e-03,	3.76056e-07,	3.06737e-03
3592,	1.34920e-01,	9.93697e-06,	9.59326e-10,	3.05268e-06,	5.88313e-10,	3.05465e-03,	2.82049e-07,	3.06764e-03
3593,	1.34931e-01,	9.93703e-06,	1.27911e-09,	3.05439e-06,	7.84562e-10,	3.05501e-03,	3.76078e-07,	3.06800e-03
3594,	1.34942e-01,	9.93709e-06,	1.27911e-09,	3.05609e-06,	7.84705e-10,	3.05536e-03,	3.76091e-07,	3.06835e-03
3595,	1.34951e-01,	9.93714e-06,	9.59335e-10,	3.05737e-06,	5.88609e-10,	3.05563e-03,	2.82075e-07,	3.06862e-03
3596,	1.34962e-01,	9.93720e-06,	1.27912e-09,	3.05908e-06,	7.84954e-10,	3.05598e-03,	3.76113e-07,	3.06898e-03
3597,	1.34973e-01,	9.93726e-06,	1.27912e-09,	3.06079e-06,	7.85094e-10,	3.05633e-03,	3.76125e-07,	3.06933e-03
3598,	1.34981e-01,	9.93730e-06,	9.59338e-10,	3.06207e-06,	5.88899e-10,	3.05660e-03,	2.82100e-07,	3.06960e-03
3599,	1.34992e-01,	9.93736e-06,	1.27912e-09,	3.06377e-06,	7.85337e-10,	3.05695e-03,	3.76145e-07,	3.06995e-03
3600,	1.35000e-01,	9.93741e-06,	9.59338e-10,	3.06505e-06,	5.89080e-10,	3.05722e-03,	2.82115e-07,	3.07022e-03
3601,	1.35011e-01,	9.93747e-06,	1.27912e-09,	3.06676e-06,	7.85577e-10,	3.05757e-03,	3.76165e-07,	3.07058e-03
3602,	1.35022e-01,	9.93753e-06,	1.27911e-09,	3.06846e-06,	7.85712e-10,	3.05793e-03,	3.76176e-07,	3.07093e-03
3603,	1.35030e-01,	9.93757e-06,	9.59333e-10,	3.06974e-06,	5.89359e-10,	3.05819e-03,	2.82138e-07,	3.07120e-03
3604,	1.35041e-01,	9.93763e-06,	1.27911e-09,	3.07145e-06,	7.85946e-10,	3.05855e-03,	3.76195e-07,	3.07156e-03
3605,	1.35052e-01,	9.93769e-06,	1.27910e-09,	3.07315e-06,	7.86078e-10,	3.05890e-03,	3.76205e-07,	3.07191e-03
3606,	1.35060e-01,	9.93774e-06,	9.59324e-10,	3.07443e-06,	5.89633e-10,	3.05917e-03,	2.82159e-07,	3.07218e-03
3607,	1.35071e-01,	9.93780e-06,	1.27909e-09,	3.07614e-06,	7.86307e-10,	3.05952e-03,	3.76222e-07,	3.07253e-03
3608,	1.35082e-01,	9.93786e-06,	1.27908e-09,	3.07784e-06,	7.86436e-10,	3.05987e-03,	3.76232e-07,	3.07289e-03
3609,	1.35091e-01,	9.93790e-06,	9.59309e-10,	3.07912e-06,	5.89899e-10,	3.06014e-03,	2.82179e-07,	3.07316e-03
3610,	1.35102e-01,	9.93797e-06,	1.27907e-09,	3.08082e-06,	7.86660e-10,	3.06049e-03,	3.76248e-07,	3.07351e-03
3611,	1.35113e-01,	9.93803e-06,	1.27906e-09,	3.08253e-06,	7.86786e-10,	3.06085e-03,	3.76257e-07,	3.07387e-03
3612,	1.35121e-01,	9.93807e-06,	9.59290e-10,	3.08380e-06,	5.90160e-10,	3.06111e-03,	2.82198e-07,	3.07413e-03
3613,	1.35132e-01,	9.93813e-06,	1.27904e-09,	3.08551e-06,	7.87004e-10,	3.06147e-03,	3.76273e-07,	3.07449e-03
3614,	1.35140e-01,	9.93818e-06,	9.59275e-10,	3.08678e-06,	5.90322e-10,	3.06173e-03,	2.82209e-07,	3.07476e-03
3615,	1.35151e-01,	9.93824e-06,	1.27902e-09,	3.08849e-06,	7.87219e-10,	3.06209e-03,	3.76287e-07,	3.07511e-03
3616,	1.35162e-01,	9.93830e-06,	1.27901e-09,	3.09019e-06,	7.87340e-10,	3.06244e-03,	3.76295e-07,	3.07547e-03
3617,	1.35170e-01,	9.93834e-06,	9.59247e-10,	3.09147e-06,	5.90572e-10,	3.06271e-03,	2.82226e-07,	3.07574e-03
3618,	1.35181e-01,	9.93841e-06,	1.27898e-09,	3.09317e-06,	7.87549e-10,	3.06306e-03,	3.76309e-07,	3.07609e-03
3619,	1.35192e-01,	9.93847e-06,	1.27897e-09,	3.09487e-06,	7.87667e-10,	3.06341e-03,	3.76316e-07,	3.07645e-03
3620,	1.35201e-01,	9.93851e-06,	9.59215e-10,	3.09615e-06,	5.90816e-10,	3.06368e-03,	2.82241e-07,	3.07671e-03
3621,	1.35211e-01,	9.93857e-06,	1.27894e-09,	3.09785e-06,	7.87871e-10,	3.06403e-03,	3.76328e-07,	3.07707e-03
3622,	1.35222e-01,	9.93863e-06,	1.27892e-09,	3.09955e-06,	7.87986e-10,	3.06439e-03,	3.76335e-07,	3.07743e-03
3623,	1.35231e-01,	9.93868e-06,	9.59178e-10,	3.10083e-06,	5.91053e-10,	3.06465e-03,	2.82255e-07,	3.07769e-03
3624,	1.35242e-01,	9.93874e-06,	1.27888e-09,	3.10253e-06,	7.88184e-10,	3.06501e-03,	3.76346e-07,	3.07805e-03
3625,	1.35253e-01,	9.93880e-06,	1.27886e-09,	3.10423e-06,	7.88296e-10,	3.06536e-03,	3.76352e-07,	3.07840e-03
3626,	1.35261e-01,	9.93885e-06,	9.59135e-10,	3.10551e-06,	5.91284e-10,	3.06563e-03,	2.82267e-07,	3.07867e-03
3627,	1.35272e-01,	9.93891e-06,	1.27882e-09,	3.10721e-06,	7.88489e-10,	3.06598e-03,	3.76362e-07,	3.07903e-03
3628,	1.35280e-01,	9.93896e-06,	9.59106e-10,	3.10848e-06,	5.91428e-10,	3.06625e-03,	2.82274e-07,	3.07929e-03
3629,	1.35291e-01,	9.93902e-06,	1.27878e-09,	3.11018e-06,	7.88678e-10,	3.06660e-03,	3.76371e-07,	3.07965e-03
3630,	1.35302e-01,	9.93908e-06,	1.27876e-09,	3.11188e-06,	7.88785e-10,	3.06695e-03,	3.76376e-07,	3.08000e-03
3631,	1.35310e-01,	9.93912e-06,	9.59055e-10,	3.11316e-06,	5.91648e-10,	3.06722e-03,	2.82284e-07,	3.08027e-03
3632,	1.35321e-01,	9.93919e-06,	1.27871e-09,	3.11486e-06,	7.88969e-10,	3.06757e-03,	3.76384e-07,	3.08063e-03
3633,	1.35332e-01,	9.93925e-06,	1.27869e-09,	3.11656e-06,	7.89072e-10,	3.06793e-03,	3.76388e-07,	3.08098e-03
3634,	1.35341e-01,	9.93929e-06,	9.58999e-10,	3.11783e-06,	5.91862e-10,	3.06819e-03,	2.82293e-07,	3.08125e-03
3635,	1.35352e-01,	9.93935e-06,	1.27864e-09,	3.11953e-06,	7.89251e-10,	3.06855e-03,	3.76395e-07,	3.08160e-03
3636,	1.35363e-01,	9.93942e-06,	1.27861e-09,	3.12123e-06,	7.89351e-10,	3.06890e-03,	3.76399e-07,	3.08196e-03
3637,	1.35371e-01,	9.93946e-06,	9.58939e-10,	3.12250e-06,	5.92070e-10,	3.06917e-03,	2.82301e-07,	3.08223e-03
3638,	1.35382e-01,	9.93952e-06,	1.27855e-09,	3.12420e-06,	7.89525e-10,	3.06952e-03,	3.76404e-07,	3.08258e-03
3639,	1.35390e-01,	9.93957e-06,	9.58898e-10,	3.12547e-06,	5.92198e-10,	3.06978e-03,	2.82305e-07,	3.08285e-03
3640,	1.35401e-01,	9.93963e-06,	1.27850e-09,	3.12717e-06,	7.89694e-10,	3.07014e-03,	3.76409e-07,	3.08321e-03
3641,	1.35412e-01,	9.93969e-06,	1.27846e-09,	3.12887e-06,	7.89789e-10,	3.07049e-03,	3.76412e-07,	3.08356e-03
3642,	1.35420e-01,	9.93974e-06,	9.58829e-10,	3.13014e-06,	5.92395e-10,	3.07076e-03,	2.82310e-07,	3.08383e-03
3643,	1.35431e-01,	9.93980e-06,	1.27840e-09,	3.13184e-06,	7.89954e-10,	3.07111e-03,	3.76416e-07,	3.08418e-03
3644,	1.35442e-01,	9.93986e-06,	1.27837e-09,	3.13354e-06,	7.90046e-10,	3.07147e-03,	3.76418e-07,	3.08454e-03
3645,	1.35450e-01,	9.93991e-06,	9.58755e-10,	3.13481e-06,	5.92586e-10,	3.07173e-03,	2.82314e-07,	3.08481e-03
3646,	1.35461e-01,	9.93997e-06,	1.27830e-09,	3.13651e-06,	7.90204e-10,	3.07208e-03,	3.76420e-07,	3.08516e-03
3647,	1.35472e-01,	9.94003e-06,	1.27826e-09,	3.13820e-06,	7.90293e-10,	3.07244e-03,	3.76422e-07,	3.08552e-03
3648,	1.35481e-01,	9.94008e-06,	9.58676e-10,	3.13947e-06,	5.92770e-10,	3.07270e-03,	2.82317e-07,	3.08578e-03
3649,	1.35492e-01,	9.94014e-06,	1.27820e-09,	3.14117e-06,	7.90447e-10,	3.07306e-03,	3.76423e-07,	3.08614e-03
3650,	1.35503e-01,	9.94020e-06,	1.27815e-09,	3.14287e-06,	7.90533e-10,	3.07341e-03,	3.76424e-07,	3.08649e-03
3651,	1.35511e-01,	9.94025e-06,	9.58592e-10,	3.14414e-06,	5.92947e-10,	3.07368e-03,	2.82318e-07,	3.08676e-03
3652,	1.35522e-01,	9.94031e-06,	1.27808e-09,	3.14583e-06,	7.90680e-10,	3.07403e-03,	3.76424e-07,	3.08712e-03
3653,	1.35530e-01,	9.94036e-06,	9.58536e-10,	3.14710e-06,	5.93057e-10,	3.07430e-03,	2.82318e-07,	3.08738e-03
3654,	1.35541e-01,	9.94042e-06,	1.27800e-09,	3.14880e-06,	7.90824e-10,	3.07465e-03,	3.76424e-07,	3.08774e-03
3655,	1.35552e-01,	9.94048e-06,	1.27796e-09,	3.15049e-06,	7.90905e-10,	3.07500e-03,	3.76423e-07,	3.08809e-03
3656,	1.35560e-01,	9.94053e-06,	9.58444e-10,	3.15177e-06,	5.93224e-10,	3.07527e-03,	2.82317e-07,	3.08836e-03
3657,	1.35571e-01,	9.94059e-06,	1.27788e-09,	3.15346e-06,	7.91044e-10,	3.07562e-03,	3.76422e-07,	3.08872e-03
3658,	1.35582e-01,	9.94065e-06,	1.27783e-09,	3.15515e-06,	7.91121e-10,	3.07598e-03,	3.76420e-07,	3.08907e-03
3659,	1.35591e-01,	9.94070e-06,	9.58347e-10,	3.15642e-06,	5.93384e-10,	3.07624e-03,	2.82315e-07,	3.08934e-03
3660,	1.35602e-01,	9.94076e-06,	1.27775e-09,	3.15812e-06,	7.91254e-10,	3.07659e-03,	3.76418e-07,	3.08969e-03
3661,	1.35612e-01,	9.94082e-06,	1.27770e-09,	3.15981e-06,	7.91329e-10,	3.07695e-03,	3.76416e-07,	3.09005e-03
3662,	1.35621e-01,	9.94087e-06,	9.58245e-10,	3.16108e-06,	5.93538e-10,	3.07721e-03,	2.82311e-07,	3.09031e-03
3663,	1.35632e-01,	9.94093e-06,	1.27761e-09,	3.16277e-06,	7.91456e-10,	3.07757e-03,	3.76412e-07,	3.09067e-03
3664,	1.35643e-01,	9.94099e-06,	1.27756e-09,	3.16447e-06,	7.91528e-10,	3.07792e-03,	3.76410e-07,	3.09103e-03
3665,	1.35651e-01,	9.94104e-06,	9.58138e-10,	3.16574e-06,	5.93685e-10,	3.07819e-03,	2.82306e-07,	3.09129e-03
3666,	1.35662e-01,	9.94110e-06,	1.27746e-09,	3.16743e-06,	7.91650e-10,	3.07854e-03,	3.76405e-07,	3.09165e-03
3667,	1.35670e-01,	9.94115e-06,	9.58067e-10,	3.16870e-06,	5.93776e-10,	3.07880e-03,	2.82302e-07,	3.09191e-03
3668,	1.35681e-01,	9.94121e-06,	1.27737e-09,	3.17039e-06,	7.91768e-10,	3.07916e-03,	3.76399e-07,	3.09227e-03
3669,	1.35692e-01,	9.94128e-06,	1.27731e-09,	3.17208e-06,	7.91834e-10,	3.07951e-03,	3.76395e-07,	3.09262e-03
3670,	1.35700e-01,	9.94132e-06,	9.57951e-10,	3.17335e-06,	5.93912e-10,	3.07978e-03,	2.82294e-07,	3.09289e-03
3671,	1.35711e-01,	9.94138e-06,	1.27721e-09,	3.17504e-06,	7.91947e-10,	3.08013e-03,	3.76388e-07,	3.09325e-03
3672,	1.35722e-01,	9.94145e-06,	1.27715e-09,	3.17673e-06,	7.92010e-10,	3.08048e-03,	3.76384e-07,	3.09360e-03
3673,	1.35731e-01,	9.94149e-06,	9.57831e-10,	3.17800e-06,	5.94042e-10,	3.08075e-03,	2.82286e-07,	3.09387e-03
