# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
5516,	1.54160e-01,	9.75874e-06,	2.79118e-10,	6.46511e-06,	-3.58460e-11,	3.50311e-03,	1.16110e-07,	3.51934e-03
5517,	1.54171e-01,	9.75836e-06,	3.71572e-10,	6.46761e-06,	-4.84246e-11,	3.50322e-03,	1.54662e-07,	3.51945e-03
5518,	1.54182e-01,	9.75797e-06,	3.70987e-10,	6.47011e-06,	-4.90544e-11,	3.50333e-03,	1.54511e-07,	3.51956e-03
5519,	1.54190e-01,	9.75769e-06,	2.77912e-10,	6.47198e-06,	-3.71450e-11,	3.50341e-03,	1.15799e-07,	3.51964e-03
5520,	1.54201e-01,	9.75730e-06,	3.69965e-10,	6.47448e-06,	-5.01563e-11,	3.50352e-03,	1.54247e-07,	3.51976e-03
5521,	1.54212e-01,	9.75691e-06,	3.69382e-10,	6.47699e-06,	-5.07859e-11,	3.50363e-03,	1.54096e-07,	3.51987e-03
5522,	1.54221e-01,	9.75662e-06,	2.76708e-10,	6.47886e-06,	-3.84435e-11,	3.50372e-03,	1.15487e-07,	3.51995e-03
5523,	1.54232e-01,	9.75624e-06,	3.68361e-10,	6.48137e-06,	-5.18875e-11,	3.50382e-03,	1.53832e-07,	3.52006e-03
5524,	1.54243e-01,	9.75585e-06,	3.67779e-10,	6.48387e-06,	-5.25169e-11,	3.50393e-03,	1.53682e-07,	3.52017e-03
5525,	1.54251e-01,	9.75556e-06,	2.75506e-10,	6.48575e-06,	-3.97417e-11,	3.50401e-03,	1.15177e-07,	3.52026e-03
5526,	1.54262e-01,	9.75517e-06,	3.66760e-10,	6.48825e-06,	-5.36181e-11,	3.50412e-03,	1.53418e-07,	3.52037e-03
5527,	1.54270e-01,	9.75488e-06,	2.74743e-10,	6.49013e-06,	-4.05675e-11,	3.50420e-03,	1.14979e-07,	3.52045e-03
5528,	1.54281e-01,	9.75449e-06,	3.65742e-10,	6.49263e-06,	-5.47191e-11,	3.50431e-03,	1.53155e-07,	3.52056e-03
5529,	1.54292e-01,	9.75411e-06,	3.65161e-10,	6.49514e-06,	-5.53482e-11,	3.50442e-03,	1.53004e-07,	3.52067e-03
5530,	1.54300e-01,	9.75382e-06,	2.73544e-10,	6.49702e-06,	-4.18649e-11,	3.50450e-03,	1.14669e-07,	3.52075e-03
5531,	1.54311e-01,	9.75343e-06,	3.64145e-10,	6.49952e-06,	-5.64488e-11,	3.50461e-03,	1.52742e-07,	3.52086e-03
5532,	1.54322e-01,	9.75304e-06,	3.63565e-10,	6.50203e-06,	-5.70776e-11,	3.50472e-03,	1.52591e-07,	3.52097e-03
5533,	1.54330e-01,	9.75274e-06,	2.72348e-10,	6.50391e-06,	-4.31619e-11,	3.50480e-03,	1.14359e-07,	3.52105e-03
5534,	1.54341e-01,	9.75236e-06,	3.62551e-10,	6.50642e-06,	-5.81779e-11,	3.50491e-03,	1.52329e-07,	3.52116e-03
5535,	1.54352e-01,	9.75197e-06,	3.61972e-10,	6.50892e-06,	-5.88065e-11,	3.50501e-03,	1.52179e-07,	3.52127e-03
5536,	1.54361e-01,	9.75167e-06,	2.71153e-10,	6.51081e-06,	-4.44584e-11,	3.50509e-03,	1.14050e-07,	3.52136e-03
5537,	1.54372e-01,	9.75128e-06,	3.60959e-10,	6.51331e-06,	-5.99064e-11,	3.50520e-03,	1.51917e-07,	3.52146e-03
5538,	1.54383e-01,	9.75089e-06,	3.60381e-10,	6.51582e-06,	-6.05348e-11,	3.50531e-03,	1.51767e-07,	3.52157e-03
5539,	1.54391e-01,	9.75060e-06,	2.69961e-10,	6.51770e-06,	-4.57545e-11,	3.50539e-03,	1.13741e-07,	3.52166e-03
5540,	1.54402e-01,	9.75021e-06,	3.59370e-10,	6.52021e-06,	-6.16343e-11,	3.50549e-03,	1.51505e-07,	3.52176e-03
5541,	1.54410e-01,	9.74991e-06,	2.69203e-10,	6.52209e-06,	-4.65791e-11,	3.50557e-03,	1.13545e-07,	3.52185e-03
5542,	1.54421e-01,	9.74952e-06,	3.58361e-10,	6.52460e-06,	-6.27336e-11,	3.50568e-03,	1.51243e-07,	3.52195e-03
5543,	1.54432e-01,	9.74913e-06,	3.57784e-10,	6.52711e-06,	-6.33616e-11,	3.50579e-03,	1.51094e-07,	3.52206e-03
5544,	1.54440e-01,	9.74883e-06,	2.68014e-10,	6.52900e-06,	-4.78745e-11,	3.50586e-03,	1.13236e-07,	3.52214e-03
5545,	1.54451e-01,	9.74844e-06,	3.56776e-10,	6.53151e-06,	-6.44605e-11,	3.50597e-03,	1.50832e-07,	3.52225e-03
5546,	1.54462e-01,	9.74805e-06,	3.56201e-10,	6.53402e-06,	-6.50884e-11,	3.50608e-03,	1.50683e-07,	3.52236e-03
5547,	1.54471e-01,	9.74775e-06,	2.66827e-10,	6.53590e-06,	-4.91694e-11,	3.50616e-03,	1.12929e-07,	3.52244e-03
5548,	1.54482e-01,	9.74736e-06,	3.55194e-10,	6.53841e-06,	-6.61869e-11,	3.50626e-03,	1.50422e-07,	3.52255e-03
5549,	1.54492e-01,	9.74696e-06,	3.54620e-10,	6.54093e-06,	-6.68145e-11,	3.50637e-03,	1.50273e-07,	3.52265e-03
5550,	1.54501e-01,	9.74667e-06,	2.65642e-10,	6.54281e-06,	-5.04639e-11,	3.50644e-03,	1.12621e-07,	3.52273e-03
5551,	1.54512e-01,	9.74627e-06,	3.53615e-10,	6.54532e-06,	-6.79127e-11,	3.50655e-03,	1.50013e-07,	3.52284e-03
5552,	1.54523e-01,	9.74588e-06,	3.53042e-10,	6.54784e-06,	-6.85401e-11,	3.50665e-03,	1.49864e-07,	3.52295e-03
5553,	1.54531e-01,	9.74558e-06,	2.64459e-10,	6.54972e-06,	-5.17580e-11,	3.50673e-03,	1.12314e-07,	3.52303e-03
5554,	1.54542e-01,	9.74519e-06,	3.52039e-10,	6.55224e-06,	-6.96379e-11,	3.50684e-03,	1.49604e-07,	3.52313e-03
5555,	1.54550e-01,	9.74489e-06,	2.63707e-10,	6.55412e-06,	-5.25812e-11,	3.50692e-03,	1.12119e-07,	3.52321e-03
5556,	1.54561e-01,	9.74449e-06,	3.51037e-10,	6.55664e-06,	-7.07355e-11,	3.50702e-03,	1.49343e-07,	3.52332e-03
5557,	1.54572e-01,	9.74410e-06,	3.50465e-10,	6.55915e-06,	-7.13625e-11,	3.50712e-03,	1.49195e-07,	3.52343e-03
5558,	1.54580e-01,	9.74380e-06,	2.62527e-10,	6.56104e-06,	-5.38746e-11,	3.50720e-03,	1.11813e-07,	3.52351e-03
5559,	1.54591e-01,	9.74340e-06,	3.49465e-10,	6.56355e-06,	-7.24597e-11,	3.50731e-03,	1.48935e-07,	3.52361e-03
5560,	1.54602e-01,	9.74301e-06,	3.48894e-10,	6.56607e-06,	-7.30866e-11,	3.50741e-03,	1.48787e-07,	3.52372e-03
5561,	1.54611e-01,	9.74271e-06,	2.61350e-10,	6.56796e-06,	-5.51675e-11,	3.50749e-03,	1.11507e-07,	3.52380e-03
5562,	1.54622e-01,	9.74231e-06,	3.47896e-10,	6.57047e-06,	-7.41834e-11,	3.50759e-03,	1.48528e-07,	3.52390e-03
5563,	1.54633e-01,	9.74191e-06,	3.47326e-10,	6.57299e-06,	-7.48100e-11,	3.50769e-03,	1.48380e-07,	3.52401e-03
5564,	1.54641e-01,	9.74161e-06,	2.60174e-10,	6.57488e-06,	-5.64600e-11,	3.50777e-03,	1.11201e-07,	3.52409e-03
5565,	1.54652e-01,	9.74121e-06,	3.46330e-10,	6.57740e-06,	-7.59064e-11,	3.50787e-03,	1.48121e-07,	3.52419e-03
5566,	1.54660e-01,	9.74092e-06,	2.59427e-10,	6.57929e-06,	-5.72822e-11,	3.50795e-03,	1.11007e-07,	3.52427e-03
5567,	1.54671e-01,	9.74052e-06,	3.45334e-10,	6.58180e-06,	-7.70026e-11,	3.50805e-03,	1.47862e-07,	3.52438e-03
5568,	1.54682e-01,	9.74012e-06,	3.44766e-10,	6.58432e-06,	-7.76289e-11,	3.50816e-03,	1.47714e-07,	3.52448e-03
5569,	1.54690e-01,	9.73982e-06,	2.58255e-10,	6.58621e-06,	-5.85740e-11,	3.50823e-03,	1.10702e-07,	3.52456e-03
5570,	1.54701e-01,	9.73942e-06,	3.43773e-10,	6.58873e-06,	-7.87248e-11,	3.50833e-03,	1.47456e-07,	3.52466e-03
5571,	1.54712e-01,	9.73902e-06,	3.43205e-10,	6.59125e-06,	-7.93508e-11,	3.50844e-03,	1.47308e-07,	3.52477e-03
5572,	1.54720e-01,	9.73872e-06,	2.57085e-10,	6.59314e-06,	-5.98653e-11,	3.50851e-03,	1.10398e-07,	3.52484e-03
5573,	1.54731e-01,	9.73831e-06,	3.42213e-10,	6.59566e-06,	-8.04463e-11,	3.50861e-03,	1.47050e-07,	3.52495e-03
5574,	1.54742e-01,	9.73791e-06,	3.41647e-10,	6.59818e-06,	-8.10721e-11,	3.50872e-03,	1.46903e-07,	3.52505e-03
5575,	1.54751e-01,	9.73761e-06,	2.55917e-10,	6.60007e-06,	-6.11561e-11,	3.50879e-03,	1.10094e-07,	3.52513e-03
5576,	1.54762e-01,	9.73721e-06,	3.40657e-10,	6.60259e-06,	-8.21672e-11,	3.50889e-03,	1.46645e-07,	3.52523e-03
5577,	1.54773e-01,	9.73681e-06,	3.40092e-10,	6.60512e-06,	-8.27929e-11,	3.50899e-03,	1.46498e-07,	3.52534e-03
5578,	1.54781e-01,	9.73651e-06,	2.54751e-10,	6.60701e-06,	-6.24465e-11,	3.50907e-03,	1.09791e-07,	3.52541e-03
5579,	1.54792e-01,	9.73610e-06,	3.39103e-10,	6.60953e-06,	-8.38876e-11,	3.50917e-03,	1.46241e-07,	3.52552e-03
5580,	1.54800e-01,	9.73580e-06,	2.54010e-10,	6.61142e-06,	-6.32675e-11,	3.50925e-03,	1.09598e-07,	3.52559e-03
5581,	1.54811e-01,	9.73540e-06,	3.38116e-10,	6.61394e-06,	-8.49821e-11,	3.50935e-03,	1.45984e-07,	3.52570e-03
5582,	1.54822e-01,	9.73499e-06,	3.37552e-10,	6.61647e-06,	-8.56074e-11,	3.50945e-03,	1.45837e-07,	3.52580e-03
5583,	1.54830e-01,	9.73469e-06,	2.52847e-10,	6.61836e-06,	-6.45572e-11,	3.50952e-03,	1.09295e-07,	3.52588e-03
5584,	1.54841e-01,	9.73429e-06,	3.36567e-10,	6.62088e-06,	-8.67015e-11,	3.50962e-03,	1.45580e-07,	3.52598e-03
5585,	1.54852e-01,	9.73388e-06,	3.36004e-10,	6.62341e-06,	-8.73265e-11,	3.50972e-03,	1.45433e-07,	3.52608e-03
5586,	1.54861e-01,	9.73358e-06,	2.51687e-10,	6.62530e-06,	-6.58465e-11,	3.50980e-03,	1.08993e-07,	3.52616e-03
5587,	1.54872e-01,	9.73318e-06,	3.35021e-10,	6.62783e-06,	-8.84203e-11,	3.50990e-03,	1.45177e-07,	3.52626e-03
5588,	1.54883e-01,	9.73277e-06,	3.34459e-10,	6.63035e-06,	-8.90452e-11,	3.51000e-03,	1.45031e-07,	3.52636e-03
5589,	1.54891e-01,	9.73247e-06,	2.50529e-10,	6.63224e-06,	-6.71353e-11,	3.51007e-03,	1.08691e-07,	3.52644e-03
5590,	1.54902e-01,	9.73206e-06,	3.33477e-10,	6.63477e-06,	-9.01385e-11,	3.51017e-03,	1.44775e-07,	3.52654e-03
5591,	1.54913e-01,	9.73165e-06,	3.32916e-10,	6.63730e-06,	-9.07632e-11,	3.51027e-03,	1.44628e-07,	3.52664e-03
5592,	1.54921e-01,	9.73135e-06,	2.49372e-10,	6.63919e-06,	-6.84237e-11,	3.51034e-03,	1.08389e-07,	3.52671e-03
5593,	1.54932e-01,	9.73094e-06,	3.31936e-10,	6.64172e-06,	-9.18562e-11,	3.51044e-03,	1.44373e-07,	3.52682e-03
5594,	1.54940e-01,	9.73064e-06,	2.48637e-10,	6.64361e-06,	-6.92434e-11,	3.51052e-03,	1.08197e-07,	3.52689e-03
5595,	1.54951e-01,	9.73023e-06,	3.30957e-10,	6.64614e-06,	-9.29489e-11,	3.51062e-03,	1.44117e-07,	3.52699e-03
5596,	1.54962e-01,	9.72982e-06,	3.30398e-10,	6.64867e-06,	-9.35733e-11,	3.51071e-03,	1.43971e-07,	3.52709e-03
5597,	1.54970e-01,	9.72952e-06,	2.47484e-10,	6.65056e-06,	-7.05311e-11,	3.51079e-03,	1.07897e-07,	3.52717e-03
5598,	1.54981e-01,	9.72911e-06,	3.29421e-10,	6.65309e-06,	-9.46657e-11,	3.51089e-03,	1.43716e-07,	3.52727e-03
5599,	1.54992e-01,	9.72870e-06,	3.28863e-10,	6.65562e-06,	-9.52898e-11,	3.51098e-03,	1.43571e-07,	3.52737e-03
5600,	1.55001e-01,	9.72839e-06,	2.46333e-10,	6.65752e-06,	-7.18184e-11,	3.51106e-03,	1.07596e-07,	3.52744e-03
5601,	1.55012e-01,	9.72799e-06,	3.27887e-10,	6.66005e-06,	-9.63818e-11,	3.51115e-03,	1.43316e-07,	3.52754e-03
5602,	1.55023e-01,	9.72758e-06,	3.27330e-10,	6.66258e-06,	-9.70057e-11,	3.51125e-03,	1.43171e-07,	3.52764e-03
5603,	1.55031e-01,	9.72727e-06,	2.45185e-10,	6.66447e-06,	-7.31052e-11,	3.51133e-03,	1.07296e-07,	3.52772e-03
5604,	1.55042e-01,	9.72686e-06,	3.26356e-10,	6.66700e-06,	-9.80974e-11,	3.51142e-03,	1.42916e-07,	3.52782e-03
5605,	1.55050e-01,	9.72655e-06,	2.44455e-10,	6.66890e-06,	-7.39239e-11,	3.51150e-03,	1.07105e-07,	3.52789e-03
5606,	1.55061e-01,	9.72614e-06,	3.25384e-10,	6.67143e-06,	-9.91888e-11,	3.51159e-03,	1.42662e-07,	3.52799e-03
5607,	1.55072e-01,	9.72573e-06,	3.24828e-10,	6.67396e-06,	-9.98124e-11,	3.51169e-03,	1.42517e-07,	3.52809e-03
5608,	1.55080e-01,	9.72542e-06,	2.43309e-10,	6.67586e-06,	-7.52100e-11,	3.51176e-03,	1.06806e-07,	3.52816e-03
5609,	1.55091e-01,	9.72501e-06,	3.23857e-10,	6.67839e-06,	-1.00903e-10,	3.51186e-03,	1.42263e-07,	3.52826e-03
5610,	1.55102e-01,	9.72460e-06,	3.23303e-10,	6.68092e-06,	-1.01527e-10,	3.51195e-03,	1.42118e-07,	3.52836e-03
5611,	1.55110e-01,	9.72429e-06,	2.42166e-10,	6.68282e-06,	-7.64957e-11,	3.51203e-03,	1.06507e-07,	3.52843e-03
5612,	1.55121e-01,	9.72388e-06,	3.22334e-10,	6.68536e-06,	-1.02618e-10,	3.51212e-03,	1.41865e-07,	3.52853e-03
5613,	1.55132e-01,	9.72347e-06,	3.21781e-10,	6.68789e-06,	-1.03241e-10,	3.51222e-03,	1.41720e-07,	3.52863e-03
5614,	1.55141e-01,	9.72316e-06,	2.41024e-10,	6.68979e-06,	-7.77810e-11,	3.51229e-03,	1.06209e-07,	3.52870e-03
5615,	1.55152e-01,	9.72275e-06,	3.20813e-10,	6.69232e-06,	-1.04331e-10,	3.51239e-03,	1.41467e-07,	3.52880e-03
5616,	1.55163e-01,	9.72233e-06,	3.20261e-10,	6.69485e-06,	-1.04954e-10,	3.51248e-03,	1.41322e-07,	3.52890e-03
5617,	1.55171e-01,	9.72202e-06,	2.39885e-10,	6.69675e-06,	-7.90659e-11,	3.51255e-03,	1.05911e-07,	3.52897e-03
5618,	1.55182e-01,	9.72161e-06,	3.19295e-10,	6.69929e-06,	-1.06044e-10,	3.51265e-03,	1.41070e-07,	3.52907e-03
5619,	1.55190e-01,	9.72130e-06,	2.39161e-10,	6.70119e-06,	-7.98833e-11,	3.51272e-03,	1.05721e-07,	3.52914e-03
5620,	1.55201e-01,	9.72089e-06,	3.18331e-10,	6.70372e-06,	-1.07134e-10,	3.51282e-03,	1.40817e-07,	3.52924e-03
5621,	1.55212e-01,	9.72047e-06,	3.17780e-10,	6.70626e-06,	-1.07756e-10,	3.51291e-03,	1.40673e-07,	3.52934e-03
5622,	1.55220e-01,	9.72016e-06,	2.38025e-10,	6.70816e-06,	-8.11675e-11,	3.51298e-03,	1.05424e-07,	3.52941e-03
5623,	1.55231e-01,	9.71974e-06,	3.16817e-10,	6.71070e-06,	-1.08846e-10,	3.51308e-03,	1.40421e-07,	3.52951e-03
5624,	1.55242e-01,	9.71933e-06,	3.16267e-10,	6.71323e-06,	-1.09468e-10,	3.51317e-03,	1.40277e-07,	3.52960e-03
5625,	1.55251e-01,	9.71902e-06,	2.36892e-10,	6.71513e-06,	-8.24513e-11,	3.51324e-03,	1.05127e-07,	3.52968e-03
5626,	1.55262e-01,	9.71860e-06,	3.15306e-10,	6.71767e-06,	-1.10557e-10,	3.51334e-03,	1.40025e-07,	3.52977e-03
5627,	1.55273e-01,	9.71819e-06,	3.14758e-10,	6.72021e-06,	-1.11180e-10,	3.51343e-03,	1.39881e-07,	3.52987e-03
5628,	1.55281e-01,	9.71787e-06,	2.35760e-10,	6.72211e-06,	-8.37346e-11,	3.51350e-03,	1.04830e-07,	3.52994e-03
5629,	1.55292e-01,	9.71746e-06,	3.13798e-10,	6.72465e-06,	-1.12268e-10,	3.51359e-03,	1.39630e-07,	3.53004e-03
5630,	1.55303e-01,	9.71704e-06,	3.13251e-10,	6.72718e-06,	-1.12890e-10,	3.51369e-03,	1.39486e-07,	3.53013e-03
5631,	1.55311e-01,	9.71673e-06,	2.34630e-10,	6.72909e-06,	-8.50175e-11,	3.51376e-03,	1.04534e-07,	3.53020e-03
5632,	1.55322e-01,	9.71631e-06,	3.12293e-10,	6.73163e-06,	-1.13979e-10,	3.51385e-03,	1.39235e-07,	3.53030e-03
5633,	1.55330e-01,	9.71600e-06,	2.33912e-10,	6.73353e-06,	-8.58337e-11,	3.51392e-03,	1.04346e-07,	3.53037e-03
5634,	1.55341e-01,	9.71558e-06,	3.11337e-10,	6.73607e-06,	-1.15067e-10,	3.51401e-03,	1.38985e-07,	3.53046e-03
5635,	1.55352e-01,	9.71516e-06,	3.10791e-10,	6.73861e-06,	-1.15688e-10,	3.51411e-03,	1.38841e-07,	3.53056e-03
5636,	1.55360e-01,	9.71485e-06,	2.32786e-10,	6.74051e-06,	-8.71160e-11,	3.51418e-03,	1.04051e-07,	3.53063e-03
5637,	1.55371e-01,	9.71443e-06,	3.09836e-10,	6.74305e-06,	-1.16776e-10,	3.51427e-03,	1.38591e-07,	3.53073e-03
5638,	1.55382e-01,	9.71401e-06,	3.09291e-10,	6.74559e-06,	-1.17398e-10,	3.51436e-03,	1.38448e-07,	3.53082e-03
5639,	1.55391e-01,	9.71369e-06,	2.31662e-10,	6.74750e-06,	-8.83978e-11,	3.51443e-03,	1.03755e-07,	3.53089e-03
5640,	1.55402e-01,	9.71327e-06,	3.08338e-10,	6.75004e-06,	-1.18485e-10,	3.51452e-03,	1.38198e-07,	3.53099e-03
5641,	1.55413e-01,	9.71285e-06,	3.07794e-10,	6.75258e-06,	-1.19106e-10,	3.51461e-03,	1.38055e-07,	3.53108e-03
5642,	1.55421e-01,	9.71254e-06,	2.30540e-10,	6.75448e-06,	-8.96793e-11,	3.51468e-03,	1.03461e-07,	3.53115e-03
5643,	1.55432e-01,	9.71212e-06,	3.06843e-10,	6.75702e-06,	-1.20194e-10,	3.51478e-03,	1.37805e-07,	3.53124e-03
5644,	1.55440e-01,	9.71180e-06,	2.29827e-10,	6.75893e-06,	-9.04945e-11,	3.51484e-03,	1.03274e-07,	3.53131e-03
5645,	1.55451e-01,	9.71138e-06,	3.05893e-10,	6.76147e-06,	-1.21280e-10,	3.51494e-03,	1.37556e-07,	3.53141e-03
5646,	1.55462e-01,	9.71096e-06,	3.05351e-10,	6.76401e-06,	-1.21901e-10,	3.51503e-03,	1.37413e-07,	3.53150e-03
5647,	1.55470e-01,	9.71065e-06,	2.28708e-10,	6.76592e-06,	-9.17753e-11,	3.51509e-03,	1.02980e-07,	3.53157e-03
5648,	1.55481e-01,	9.71022e-06,	3.04402e-10,	6.76846e-06,	-1.22988e-10,	3.51519e-03,	1.37164e-07,	3.53166e-03
5649,	1.55492e-01,	9.70980e-06,	3.03861e-10,	6.77100e-06,	-1.23609e-10,	3.51528e-03,	1.37022e-07,	3.53176e-03
5650,	1.55500e-01,	9.70949e-06,	2.27591e-10,	6.77291e-06,	-9.30556e-11,	3.51535e-03,	1.02686e-07,	3.53183e-03
5651,	1.55511e-01,	9.70906e-06,	3.02914e-10,	6.77545e-06,	-1.24695e-10,	3.51544e-03,	1.36773e-07,	3.53192e-03
5652,	1.55522e-01,	9.70864e-06,	3.02374e-10,	6.77800e-06,	-1.25315e-10,	3.51553e-03,	1.36631e-07,	3.53201e-03
5653,	1.55531e-01,	9.70832e-06,	2.26477e-10,	6.77991e-06,	-9.43356e-11,	3.51559e-03,	1.02393e-07,	3.53208e-03
5654,	1.55542e-01,	9.70790e-06,	3.01429e-10,	6.78245e-06,	-1.26401e-10,	3.51568e-03,	1.36382e-07,	3.53217e-03
5655,	1.55553e-01,	9.70748e-06,	3.00890e-10,	6.78499e-06,	-1.27022e-10,	3.51577e-03,	1.36240e-07,	3.53227e-03
5656,	1.55561e-01,	9.70716e-06,	2.25364e-10,	6.78690e-06,	-9.56151e-11,	3.51584e-03,	1.02101e-07,	3.53234e-03
5657,	1.55572e-01,	9.70673e-06,	2.99947e-10,	6.78945e-06,	-1.28107e-10,	3.51593e-03,	1.35992e-07,	3.53243e-03
5658,	1.55580e-01,	9.70641e-06,	2.24657e-10,	6.79135e-06,	-9.64292e-11,	3.51600e-03,	1.01915e-07,	3.53250e-03
5659,	1.55591e-01,	9.70599e-06,	2.99005e-10,	6.79390e-06,	-1.29192e-10,	3.51609e-03,	1.35744e-07,	3.53259e-03
5660,	1.55602e-01,	9.70557e-06,	2.98467e-10,	6.79645e-06,	-1.29812e-10,	3.51618e-03,	1.35603e-07,	3.53268e-03
5661,	1.55610e-01,	9.70525e-06,	2.23548e-10,	6.79835e-06,	-9.77080e-11,	3.51624e-03,	1.01623e-07,	3.53275e-03
5662,	1.55621e-01,	9.70482e-06,	2.97527e-10,	6.80090e-06,	-1.30897e-10,	3.51633e-03,	1.35355e-07,	3.53284e-03
5663,	1.55632e-01,	9.70439e-06,	2.96990e-10,	6.80345e-06,	-1.31517e-10,	3.51642e-03,	1.35214e-07,	3.53293e-03
5664,	1.55641e-01,	9.70408e-06,	2.22441e-10,	6.80536e-06,	-9.89865e-11,	3.51649e-03,	1.01331e-07,	3.53300e-03
5665,	1.55652e-01,	9.70365e-06,	2.96052e-10,	6.80790e-06,	-1.32602e-10,	3.51658e-03,	1.34967e-07,	3.53309e-03
5666,	1.55663e-01,	9.70322e-06,	2.95516e-10,	6.81045e-06,	-1.33221e-10,	3.51667e-03,	1.34826e-07,	3.53318e-03
5667,	1.55671e-01,	9.70290e-06,	2.21336e-10,	6.81236e-06,	-1.00265e-10,	3.51673e-03,	1.01040e-07,	3.53325e-03
5668,	1.55682e-01,	9.70247e-06,	2.94580e-10,	6.81491e-06,	-1.34306e-10,	3.51682e-03,	1.34579e-07,	3.53334e-03
5669,	1.55690e-01,	9.70215e-06,	2.20634e-10,	6.81682e-06,	-1.01078e-10,	3.51689e-03,	1.00855e-07,	3.53341e-03
5670,	1.55701e-01,	9.70173e-06,	2.93644e-10,	6.81937e-06,	-1.35390e-10,	3.51698e-03,	1.34332e-07,	3.53350e-03
5671,	1.55712e-01,	9.70130e-06,	2.93110e-10,	6.82192e-06,	-1.36009e-10,	3.51706e-03,	1.34192e-07,	3.53359e-03
5672,	1.55720e-01,	9.70098e-06,	2.19532e-10,	6.82383e-06,	-1.02355e-10,	3.51713e-03,	1.00565e-07,	3.53365e-03
5673,	1.55731e-01,	9.70055e-06,	2.92176e-10,	6.82638e-06,	-1.37093e-10,	3.51722e-03,	1.33945e-07,	3.53374e-03
5674,	1.55742e-01,	9.70012e-06,	2.91643e-10,	6.82892e-06,	-1.37712e-10,	3.51730e-03,	1.33805e-07,	3.53383e-03
5675,	1.55750e-01,	9.69980e-06,	2.18433e-10,	6.83084e-06,	-1.03632e-10,	3.51737e-03,	1.00275e-07,	3.53390e-03
5676,	1.55761e-01,	9.69937e-06,	2.90711e-10,	6.83339e-06,	-1.38795e-10,	3.51746e-03,	1.33559e-07,	3.53399e-03
5677,	1.55772e-01,	9.69894e-06,	2.90179e-10,	6.83593e-06,	-1.39414e-10,	3.51754e-03,	1.33419e-07,	3.53408e-03
5678,	1.55781e-01,	9.69862e-06,	2.17336e-10,	6.83785e-06,	-1.04909e-10,	3.51761e-03,	9.99850e-08,	3.53415e-03
5679,	1.55792e-01,	9.69819e-06,	2.89249e-10,	6.84040e-06,	-1.40497e-10,	3.51770e-03,	1.33173e-07,	3.53423e-03
5680,	1.55803e-01,	9.69776e-06,	2.88718e-10,	6.84295e-06,	-1.41116e-10,	3.51778e-03,	1.33033e-07,	3.53432e-03
5681,	1.55811e-01,	9.69743e-06,	2.16240e-10,	6.84486e-06,	-1.06185e-10,	3.51785e-03,	9.96959e-08,	3.53439e-03
5682,	1.55822e-01,	9.69700e-06,	2.87790e-10,	6.84741e-06,	-1.42198e-10,	3.51793e-03,	1.32788e-07,	3.53448e-03
5683,	1.55830e-01,	9.69668e-06,	2.15544e-10,	6.84932e-06,	-1.06997e-10,	3.51800e-03,	9.95121e-08,	3.53454e-03
5684,	1.55841e-01,	9.69625e-06,	2.86863e-10,	6.85188e-06,	-1.43281e-10,	3.51808e-03,	1.32543e-07,	3.53463e-03
5685,	1.55852e-01,	9.69582e-06,	2.86333e-10,	6.85443e-06,	-1.43899e-10,	3.51817e-03,	1.32403e-07,	3.53472e-03
5686,	1.55860e-01,	9.69549e-06,	2.14452e-10,	6.85634e-06,	-1.08272e-10,	3.51823e-03,	9.92237e-08,	3.53479e-03
5687,	1.55871e-01,	9.69506e-06,	2.85408e-10,	6.85889e-06,	-1.44981e-10,	3.51832e-03,	1.32159e-07,	3.53487e-03
5688,	1.55882e-01,	9.69463e-06,	2.84879e-10,	6.86145e-06,	-1.45599e-10,	3.51841e-03,	1.32019e-07,	3.53496e-03
5689,	1.55891e-01,	9.69430e-06,	2.13363e-10,	6.86336e-06,	-1.09547e-10,	3.51847e-03,	9.89357e-08,	3.53503e-03
5690,	1.55901e-01,	9.69387e-06,	2.83956e-10,	6.86591e-06,	-1.46681e-10,	3.51856e-03,	1.31775e-07,	3.53512e-03
5691,	1.55912e-01,	9.69344e-06,	2.83428e-10,	6.86847e-06,	-1.47299e-10,	3.51864e-03,	1.31635e-07,	3.53520e-03
5692,	1.55921e-01,	9.69311e-06,	2.12275e-10,	6.87038e-06,	-1.10822e-10,	3.51870e-03,	9.86481e-08,	3.53527e-03
5693,	1.55932e-01,	9.69268e-06,	2.82507e-10,	6.87293e-06,	-1.48380e-10,	3.51879e-03,	1.31391e-07,	3.53535e-03
5694,	1.55943e-01,	9.69224e-06,	2.81980e-10,	6.87549e-06,	-1.48998e-10,	3.51887e-03,	1.31252e-07,	3.53544e-03
5695,	1.55951e-01,	9.69192e-06,	2.11189e-10,	6.87740e-06,	-1.12096e-10,	3.51894e-03,	9.83609e-08,	3.53551e-03
5696,	1.55962e-01,	9.69148e-06,	2.81060e-10,	6.87996e-06,	-1.50079e-10,	3.51902e-03,	1.31009e-07,	3.53559e-03
5697,	1.55970e-01,	9.69116e-06,	2.10500e-10,	6.88187e-06,	-1.12907e-10,	3.51908e-03,	9.81784e-08,	3.53566e-03
5698,	1.55981e-01,	9.69072e-06,	2.80141e-10,	6.88443e-06,	-1.51160e-10,	3.51917e-03,	1.30766e-07,	3.53574e-03
